,song,song_id,duration,popularity,artist,artist_id,song_id_f,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,0,1,2,3,4,5,6
700,Beautiful,3w7JcualE0nqlKjjxRQwoU,166200,36,"['Todiefor', 'Helen']","['55SWeOUhlJHrkcuih5J2pQ', '2z2l9z2yioLWSoCECNIyEl']",1ZDDjXReDwZOuFu36GGYKj,0.0911,0.64,0.669,0.547,0.0633,-5.939,0.036,115.002,0.198,Todiefor,Helen,,,,,
701,Jet,1wPYycdkn40DUOdwft2O8n,366600,39,['Digitalism'],['2fBURuq7FrlH6z5F92mpOl'],7hDSvo35i2fDWPwX2fxYRC,0.0373,0.641,0.819,0.0247,0.277,-6.632,0.0474,126.018,0.297,Digitalism,,,,,,
702,Tears In Your Eyes,6nIzjOlcMmk7ITm7FVbLA5,215125,6,['Nora En Pure'],['24DO0PijjITGIEWsO8XaPs'],0E7IEEODbRcopBn7sGJuor,0.052,0.687,0.799,5.45e-05,0.278,-4.286,0.0691,99.976,0.639,Nora En Pure,,,,,,
703,Freya,0aaTrekfgJgLiH00lnPKm7,284878,57,"['Dave Pad', 'Anjei']","['4wTXdJW4CabMRwP9aGXO42', '17j76HY95VIurKlkrl20mD']",4BkV1l61cugb2mOnoPei2H,0.00273,0.801,0.686,0.626,0.0507,-7.392,0.0539,124.982,0.465,Dave Pad,Anjei,,,,,
704,The Future (with James Vincent McMorrow),47pj8vLDKu2HqbF2bgzn3X,241610,51,"['San Holo', 'James Vincent McMorrow']","['0jNDKefhfSbLR9sFvcPLHo', '7FDlvgcodNfC0IBdWevl4u']",7gZwV5mMK7lMNb4dKUFf1i,0.00754,0.714,0.683,0.0236,0.318,-6.261,0.0521,114.927,0.641,San Holo,James Vincent McMorrow,,,,,
705,Lost in the Moment,1ZDDjXReDwZOuFu36GGYKj,264013,41,"['Darius', 'Wayne Snow']","['5vfEaoOBcK0Lzr07WN8KaK', '4f44GWlEQdXaWl8gQ9sPBC']",2CtK64Qna5cWmolhgj5wx6,0.0031,0.724,0.702,0.0625,0.128,-10.648,0.0599,125.011,0.114,Darius,Wayne Snow,,,,,
706,Rising Up,7hDSvo35i2fDWPwX2fxYRC,182857,2,"['Bart B More', 'Chocolate Puma']","['1eOOXqRHILTxqrEUAYyQU0', '5Aw0IGM5JS3FuTgtRsDWGA']",1ZONx1GUOzBx02KMDOO6TI,0.0112,0.625,0.936,6.38e-05,0.0786,-3.915,0.0316,127.012,0.333,Bart B More,Chocolate Puma,,,,,
707,Don’t You Feel It,0E7IEEODbRcopBn7sGJuor,207304,4,"['Sub Focus', 'ALMA']","['0QaSiI5TLA4N7mcsdxShDO', '6c0mTNAxJxlp9HpKTUZwA8']",3joCfQaNHoW7xrh7dImwiN,0.107,0.593,0.509,0.893,0.277,-12.042,0.0626,190.028,0.0769,Sub Focus,ALMA,,,,,
708,Swagon,4BkV1l61cugb2mOnoPei2H,212810,50,"['Detlef', 'Ossey James']","['5lZ8HC92jRDlyeq0vSxGeI', '5Krv6spDHbLWdNMtyTdRpX']",7j4qtBZG94khkBtEa24Cjq,0.0265,0.444,0.753,4.92e-05,0.0772,-4.284,0.0581,79.06,0.512,Detlef,Ossey James,,,,,
709,Time,7gZwV5mMK7lMNb4dKUFf1i,208493,34,['Shy Luv'],['3atb7ypZHaRM3INhuD1v4s'],0BJNiNpYtqjhEvLS8OEwLZ,0.0204,0.601,0.932,0.659,0.339,-6.669,0.0469,115.011,0.278,Shy Luv,,,,,,
710,Slip Away,2CtK64Qna5cWmolhgj5wx6,278325,32,['Highly Sedated'],['14GNc5eQN6ia67v1ZhDMAv'],7kXmJwrZGIhDaLT9sNo3ut,0.119,0.632,0.92,0.508,0.114,-4.976,0.0531,127.001,0.363,Highly Sedated,,,,,,
711,Dreamer,1ZONx1GUOzBx02KMDOO6TI,187039,53,"['Tommy Trash', 'DENM']","['1tBU8jUEdVR3mqSsAqEGfD', '6hrOM3yfx3SEtARzDWMikb']",5t2qnq35ZB9B0Ko2CG4511,0.00231,0.425,0.657,0.888,0.286,-8.143,0.0572,118.018,0.261,Tommy Trash,DENM,,,,,
712,Bye Bye Macadam,3joCfQaNHoW7xrh7dImwiN,265250,48,['Rone'],['3Dw9w3jnmr58ocgxiwITcq'],6i0SVo9pcvYnEZg2vR3e07,0.000762,0.6,0.833,0.932,0.352,-5.136,0.22,127.988,0.461,Rone,,,,,,
713,Sirens (Slow Magic Remix),7j4qtBZG94khkBtEa24Cjq,224822,0,"['Satellite Stories', 'Slow Magic']","['2qRxFU6TyYb3HCMIIq8npH', '3htNAy3vYWWYV8RZFeyRMT']",04VNebF88ps25UvTNRaAzk,0.00793,0.126,0.798,0.237,0.221,-5.62,0.0424,188.718,0.136,Satellite Stories,Slow Magic,,,,,
714,C-h-e-m-i-c-a-l - Edit,0BJNiNpYtqjhEvLS8OEwLZ,199076,1,['The Chemical Brothers'],['1GhPHrq36VKCY3ucVaZCfo'],5Qb3WdEv1WwAtswvZr2DTb,0.00851,0.81,0.555,0.919,0.0626,-9.895,0.0482,126.012,0.0916,The Chemical Brothers,,,,,,
715,Hey Boy Hey Girl,7kXmJwrZGIhDaLT9sNo3ut,290493,63,['The Chemical Brothers'],['1GhPHrq36VKCY3ucVaZCfo'],70hy0ZQcI8ZGNlD1ujlylj,0.0153,0.845,0.451,0.218,0.186,-8.937,0.0485,124.973,0.614,The Chemical Brothers,,,,,,
716,Bad Kingdom,5t2qnq35ZB9B0Ko2CG4511,262840,1,['Moderat'],['2exkZbmNqMKnT8LRWuxWgy'],7uRRcR7qb7nJSaLfSQlWiL,0.137,0.766,0.396,0.0436,0.052,-12.673,0.0406,113.005,0.187,Moderat,,,,,,
717,Blitz,6i0SVo9pcvYnEZg2vR3e07,256120,44,['Digitalism'],['2fBURuq7FrlH6z5F92mpOl'],4cQnaZDGRKwqpK7RzC1ySw,0.000963,0.679,0.854,0.0775,0.108,-3.752,0.0459,122.004,0.823,Digitalism,,,,,,
718,I <3 U SO,04VNebF88ps25UvTNRaAzk,222407,46,['Cassius'],['4sf3QZW8a3xZ14IGsOAzoy'],2cNjgoSh1TBHFQIhfzRJUE,0.00957,0.751,0.897,2.88e-05,0.329,-3.598,0.0468,119.97,0.482,Cassius,,,,,,
719,Toi,5Qb3WdEv1WwAtswvZr2DTb,428945,1,['Worakls'],['5RPzPJCg4ER1LzQkorZ31p'],2bvS6qJr4ihTVMUN6MPKrU,0.00185,0.815,0.699,0.849,0.0709,-5.507,0.0453,126.017,0.54,Worakls,,,,,,
720,Faded,70hy0ZQcI8ZGNlD1ujlylj,223484,0,['ZHU'],['28j8lBWDdDSHSSt5oPlsX2'],0oBmFUjQF6WEEhSC5nWgZf,0.0153,0.864,0.71,2.91e-06,0.616,-5.777,0.0534,122.95,0.756,ZHU,,,,,,
721,You Got to Love Me,7uRRcR7qb7nJSaLfSQlWiL,359166,3,['David August'],['1cS5EoXVqz7aON00AkVBBA'],5M3xmZUACXHQFI46Yt3eVP,0.00201,0.696,0.819,0.905,0.101,-6.769,0.252,121.944,0.46,David August,,,,,,
722,Silenz - unmixed,4cQnaZDGRKwqpK7RzC1ySw,298866,0,['Digitalism'],['2fBURuq7FrlH6z5F92mpOl'],2j7uueVoiuiIM05U7z6VfQ,0.429,0.787,0.528,0.941,0.0923,-8.784,0.0364,119.986,0.155,Digitalism,,,,,,
723,Go,2cNjgoSh1TBHFQIhfzRJUE,260696,58,['The Chemical Brothers'],['1GhPHrq36VKCY3ucVaZCfo'],4D94Get92MaaePLtPni3o7,0.000139,0.61,0.689,0.0087,0.106,-7.75,0.0609,124.013,0.137,The Chemical Brothers,,,,,,
724,Truckers Delight,2bvS6qJr4ihTVMUN6MPKrU,193040,30,['Flairs'],['16smQXF8SXah8PZD6jBsu1'],15d4BrDfVwvJarAdDXLWxc,0.00501,0.712,0.71,0.849,0.0749,-9.311,0.0372,123.008,0.0445,Flairs,,,,,,
725,Not Into It,0oBmFUjQF6WEEhSC5nWgZf,280986,27,['Shift K3Y'],['26OrZl5U3VNGHU9qUj8EcM'],0Ik5AkzjXTDRQuFSOWX2l6,0.214,0.754,0.705,0.097,0.104,-8.261,0.0619,104.992,0.184,Shift K3Y,,,,,,
726,Electric Fist,5M3xmZUACXHQFI46Yt3eVP,222540,0,['Digitalism'],['2fBURuq7FrlH6z5F92mpOl'],33kJeJxptrm4UwB9RDKR5d,0.0543,0.796,0.736,0.797,0.0747,-8.076,0.0823,109.94,0.328,Digitalism,,,,,,
727,Jericho,2j7uueVoiuiIM05U7z6VfQ,436618,26,['Baal'],['0cRdGCZ5ZjoXqnguLVVnXI'],4PbZ1dClx4HnT67mPcbyXz,0.105,0.65,0.666,0.944,0.096,-14.067,0.0463,99.993,0.161,Baal,,,,,,
729,The Fib,4D94Get92MaaePLtPni3o7,205032,34,['Rysy'],['1g8ymDLzZuSX7H7QGY3mGX'],3z4ojKmiVKXdsOxRUBuNSF,0.019,0.582,0.46,0.395,0.387,-7.086,0.0802,127.995,0.0829,Rysy,,,,,,
730,Noch ein Bass im Ärmel,15d4BrDfVwvJarAdDXLWxc,604616,30,['Dominik Eulberg'],['44zcDDVZOY0ck7KECNUPK1'],2dQiovh8KeYEOc1uHdFjcC,0.00713,0.502,0.917,0.939,0.109,-8.139,0.0504,139.999,0.359,Dominik Eulberg,,,,,,
731,Yokai,0Ik5AkzjXTDRQuFSOWX2l6,340500,30,['Mosh'],['1QQdz4yWDmGAy2f5c94PC4'],4ztPah3U03EQ6SZUrSV27g,0.0437,0.815,0.798,0.38,0.117,-11.179,0.168,116.824,0.0617,Mosh,,,,,,
732,McQueen,33kJeJxptrm4UwB9RDKR5d,340363,36,['Mosh'],['1QQdz4yWDmGAy2f5c94PC4'],6qATyp87Iz3AK5uSYXktqZ,0.0829,0.876,0.706,0.0,0.0726,-8.984,0.427,102.191,0.792,Mosh,,,,,,
734,Paris,4PbZ1dClx4HnT67mPcbyXz,271200,46,['M|O|O|N'],['0M2HHtY3OOQzIZxrHkbJLT'],7pz85TDgSWcaZg0Buue9Rn,0.00828,0.738,0.785,0.911,0.0974,-5.982,0.0531,126.024,0.087,M|O|O|N,,,,,,
735,A Violent Noise (Four Tet Remix),66hLWtkrv53rFKZseItS8W,500984,37,"['The xx', 'Four Tet']","['3iOvXCl6edW5Um0fXEBRXy', '7Eu1txygG6nJttLHbZdQOh']",6VVeQurYVCeuIaxfpN6Y7X,0.000683,0.81,0.9,0.794,0.308,-3.912,0.0466,123.001,0.111,The xx,Four Tet,,,,,
736,Bach - Mandragora & Devochka Remix,3z4ojKmiVKXdsOxRUBuNSF,339375,49,"['4i20', 'Claudinho Brasil', 'Mandragora', 'Devochka']","['3zlIIVkWyNrNpeN8lO49aH', '41ggHbtYARi4S4JtbeRrYY', '2AasvmwafZPTgQANaoLoQY', '02xYwCW4WypA3nRQv6qEcX']",5isHndEunT9J7bv4Mz9jgs,0.367,0.779,0.465,0.857,0.107,-16.555,0.191,104.998,0.0373,4i20,Claudinho Brasil,Mandragora,Devochka,,,
737,Adagio For Strings,2dQiovh8KeYEOc1uHdFjcC,206813,40,['Tiësto'],['2o5jDhtHVPhrJdv3cEQ99Z'],5iafDaZllVA8NXPr7ciK1C,3.04e-05,0.428,0.982,0.822,0.322,-4.104,0.0477,173.998,0.3,Tiësto,,,,,,
738,All Under One Roof Raving,4ztPah3U03EQ6SZUrSV27g,359929,45,['Jamie xx'],['7A0awCXkE1FtSU8B0qwOJQ'],4gmpI5KiUuncJIb7okDwrF,0.00263,0.801,0.657,0.825,0.124,-12.358,0.0856,126.013,0.165,Jamie xx,,,,,,
739,Gdzie Tak Pięknie?,6qATyp87Iz3AK5uSYXktqZ,206764,39,['Łona I Webber'],['6DMuRVdgTNmZCYRlekKWvO'],7CwhEjnn3O8kuRl4iqjauj,0.000529,0.845,0.591,0.85,0.108,-7.688,0.0459,125.009,0.573,Łona I Webber,,,,,,
740,Traffic - Radio Edit,6pqFWRuybCtxerWC7B4RgF,177026,49,['Tiësto'],['2o5jDhtHVPhrJdv3cEQ99Z'],3VgBtt7oFjWLMzCEDlz0RK,0.00232,0.8,0.543,0.916,0.0929,-8.852,0.0722,124.001,0.25,Tiësto,,,,,,
741,Control Movement,7pz85TDgSWcaZg0Buue9Rn,356727,37,['Gesaffelstein'],['3hteYQFiMFbJY7wS0xDymP'],23Nzw4nvZl9Yb9denOP1up,0.00387,0.514,0.981,0.951,0.344,-3.85,0.0469,123.001,0.178,Gesaffelstein,,,,,,
743,BOOM,6VVeQurYVCeuIaxfpN6Y7X,154146,11,"['Tiësto', 'Sevenn']","['2o5jDhtHVPhrJdv3cEQ99Z', '7bNqXqIrIfwJnipx7oGeU4']",6gb02zkLQnBOrChodohSqD,0.00133,0.46,0.873,0.853,0.401,-5.998,0.0558,137.998,0.0981,Tiësto,Sevenn,,,,,
748,Crystals,5isHndEunT9J7bv4Mz9jgs,289714,45,['M|O|O|N'],['0M2HHtY3OOQzIZxrHkbJLT'],7LHV6hzL5XKf98Km8r5yF0,0.000393,0.737,0.743,0.127,0.0893,-7.765,0.0734,124.982,0.237,M|O|O|N,,,,,,
749,Slam,5iafDaZllVA8NXPr7ciK1C,344973,51,['Pendulum'],['7MqnCTCAX6SsIYYdJCQj9B'],3EHC0gnBrhF1HeSitN2wmD,0.112,0.8,0.984,0.423,0.0312,-4.021,0.0974,128.052,0.345,Pendulum,,,,,,
750,Magic Nuts,4gmpI5KiUuncJIb7okDwrF,387000,39,['Felix Bernhardt'],['2uPTUUSsDhbo8s998Lnb0r'],2WWk4Ha3BWWzBG74vrQWwY,0.0454,0.489,0.981,9.93e-06,0.307,-4.709,0.111,151.055,0.641,Felix Bernhardt,,,,,,
751,Groovy Filth - Original Mix,7CwhEjnn3O8kuRl4iqjauj,422400,35,['Maksim Dark'],['2dbxPQ9Ri4dvE6tuLp1jOu'],3et1SjQkOhOSUl9vzfDzlx,0.106,0.637,0.955,0.0,0.422,-1.691,0.112,127.985,0.613,Maksim Dark,,,,,,
752,The Challenger,3VgBtt7oFjWLMzCEDlz0RK,416129,34,"['Alex Stein', 'K.A.L.I.L.']","['0SCFEgshN89tlgOPM7lbSB', '6im40CIcqEb9GVJ7Mg4nbT']",7voJAGZXyXj3A1SqP0ZDmZ,0.0109,0.655,0.882,0.936,0.668,-6.515,0.0362,128.171,0.168,Alex Stein,K.A.L.I.L.,,,,,
753,XTC - The Chemical Brothers Remix,23Nzw4nvZl9Yb9denOP1up,430823,26,['Boys Noize'],['62k5LKMhymqlDNo2DWOvvv'],5hqxBvQJ3XJDSbxT9vyyqA,0.186,0.811,0.816,0.0,0.629,-4.887,0.129,133.876,0.313,Boys Noize,,,,,,
754,Destination Breakdown,7aeYPexgesMMIFCzakAaV3,464426,43,['Digitalism'],['2fBURuq7FrlH6z5F92mpOl'],7bAKSJ9bHTRSEhSEH2rMdn,0.0113,0.595,0.916,1.54e-06,0.32,-7.694,0.205,89.515,0.398,Digitalism,,,,,,
755,Varanasi - Original Mix,6gb02zkLQnBOrChodohSqD,382608,33,['Kalki'],['5WCWKVOVoAEY3l3AHAiDql'],0qnsw5iG1DXsVQqLyHaGNt,0.000275,0.523,0.948,0.814,0.105,-2.192,0.0597,171.974,0.434,Kalki,,,,,,
756,Elektron,13ZjtSImo0Sbe6CNP9i4pE,236911,0,['Nyko'],['2yMpbt9cxyCzvnomQIekqA'],3T5cXI4ZQvYvQ1nVG1Mm3N,0.00538,0.605,0.612,0.929,0.087,-3.808,0.0341,132.03,0.0855,Nyko,,,,,,
757,See You Next Tuesday - Danny Tenaglia's Return to Twilo Mix,0R2DCvon6x22gLNGcbqDde,573750,52,"['Nicole Moudaber', 'Carl Cox', 'Danny Tenaglia']","['7ixDtqtITfqx5lZQGh5gKe', '19SmlbABtI4bXz864MLqOS', '2tG935baRE4mH8B3saiwbm']",0UyQ9TuZ1lG6eJi4eRKDfO,0.0882,0.581,0.937,0.0,0.328,-4.14,0.0854,153.957,0.603,Nicole Moudaber,Carl Cox,Danny Tenaglia,,,,
758,Rave,5YDbSfN5oKWBoeyf9nBA38,405699,57,['Sam Paganini'],['50ZyjIaVHOy5Xt7FLJ7RZl'],0Nmbfl7XqRagicuvORI8Vr,0.00562,0.489,0.712,0.00269,0.113,-6.254,0.0282,87.987,0.398,Sam Paganini,,,,,,
759,Taar,3D7MS2uE0Mx0b7e5xR1Ddq,446270,31,['Stulp Fiction'],['62y6GSoYra8L5IpkhjyQHQ'],0XcC71H8QAjrW0NUqXHX1A,0.000173,0.477,0.91,0.000138,0.171,-3.694,0.0574,153.067,0.644,Stulp Fiction,,,,,,
763,Exit - Brodinski Remix,7LHV6hzL5XKf98Km8r5yF0,277797,0,"['Dubfire', 'Miss Kittin']","['3bVYqr2NfmwmL4YJisWhJI', '3QhNv79NoIvarU6N57GBzL']",6mefK4iBLdDWfZEPiYtGjv,0.00961,0.841,0.592,0.71,0.208,-8.573,0.0701,109.978,0.488,Dubfire,Miss Kittin,,,,,
766,Get Down,3EHC0gnBrhF1HeSitN2wmD,211874,51,"['Tiësto', 'Tony Junior']","['2o5jDhtHVPhrJdv3cEQ99Z', '17esEoE9uEHFKuzkar2UL0']",3qvI8dcZHrFFHBOxkUjGjj,0.00767,0.484,0.851,1.38e-05,0.151,-3.828,0.0874,183.989,0.393,Tiësto,Tony Junior,,,,,
768,AAA!,2WWk4Ha3BWWzBG74vrQWwY,136813,4,['Kim Nowak'],['2MCd1BJPM71DbGdVewk94d'],2UiB060mHCi07gqW49Kq8n,0.000556,0.64,0.822,0.527,0.0483,-6.305,0.0398,139.966,0.0751,Kim Nowak,,,,,,
769,How I Feel,3et1SjQkOhOSUl9vzfDzlx,169557,50,['Flo Rida'],['0jnsk9HBra6NMjO2oANoPY'],2sZtaJ4RFbRAAOBKWEeR4H,0.00426,0.646,0.629,0.277,0.122,-10.775,0.0427,109.013,0.173,Flo Rida,,,,,,
771,United - Tiësto & Blasterjaxx Remix,7voJAGZXyXj3A1SqP0ZDmZ,352320,37,"['Tiësto', 'Quintino', 'Alvaro']","['2o5jDhtHVPhrJdv3cEQ99Z', '1V3VTM7VspiQjcmRhC010n', '20mCdWSz6PqFQof9gFFJ1r']",4lEMTzfsdz58cNTnr1WNLx,0.0383,0.651,0.783,0.0,0.0961,-3.788,0.0349,73.327,0.936,Tiësto,Quintino,Alvaro,,,,
774,Alles neu,5hqxBvQJ3XJDSbxT9vyyqA,260093,61,['Peter Fox'],['6rqlONGmPuP2wJVSfliLBI'],2Z8WuEywRWYTKe1NybPQEW,0.00835,0.645,0.713,0.0,0.113,-5.355,0.0393,74.989,0.566,Peter Fox,,,,,,
775,Napoleon,7bAKSJ9bHTRSEhSEH2rMdn,239699,0,['Fisz Emade'],['798VpFy21dxsu2rrdO441h'],35sUKdOH5q4jWoEQZyleuo,0.00132,0.569,0.866,0.0,0.16,-2.704,0.172,86.06,0.168,Fisz Emade,,,,,,
777,Continuous VIP,0qnsw5iG1DXsVQqLyHaGNt,257639,20,['Mefjus'],['54qqaSH6byJIb8eFWxe3Pj'],0b5w2XOvP2KDpA3GHhvpzV,0.015,0.86,0.761,0.808,0.114,-5.976,0.0931,122.006,0.23,Mefjus,,,,,,
778,1:42,3T5cXI4ZQvYvQ1nVG1Mm3N,293013,0,['Danger'],['2o3U0ld93tHYowkoari4Vi'],7BUUoxrMZqUNUkh17JZtsR,0.134,0.638,0.605,0.898,0.131,-7.823,0.0344,140.013,0.889,Danger,,,,,,
779,Good Luck (Feat Lisa Kekaula),0UyQ9TuZ1lG6eJi4eRKDfO,211506,55,['Basement Jaxx'],['4YrKBkKSVeqDamzBPWVnSJ'],2XI8lC8cFVMRFzJtQAicuC,0.024,0.822,0.513,0.381,0.093,-8.125,0.0501,125.03,0.0396,Basement Jaxx,,,,,,
780,Biegnij,0Nmbfl7XqRagicuvORI8Vr,220933,7,['Kim Nowak'],['2MCd1BJPM71DbGdVewk94d'],5toDTBmCURMoaDTuQSsmWM,0.428,0.654,0.773,0.307,0.0959,-7.102,0.0418,154.984,0.973,Kim Nowak,,,,,,
782,Ich will nicht nach Berlin,0XcC71H8QAjrW0NUqXHX1A,202426,52,['Kraftklub'],['0MZ55DwuMQ1B2TXq9lcrE4'],7nXq1vaZiz7PdbfojpPjW5,0.235,0.435,0.92,0.000353,0.552,-1.357,0.201,188.899,0.45,Kraftklub,,,,,,
785,Terminus,09bkUjprmjTLHgXLZ4mzm1,264827,33,['Metrik'],['2NCEtX40i9lLNpTg2X5583'],13KvjWZz7v43z6dHjOPaaa,0.00459,0.424,0.471,0.103,0.151,-9.527,0.0496,117.004,0.0398,Metrik,,,,,,
789,Be Together (feat. Wild Belle),5EkrnmpRxIh87muSlAFkNm,233010,25,"['Major Lazer', 'Wild Belle']","['738wLrAtLtCtFOLvQBXOXp', '4wHZkzWXD9GPr4RQAYjUcv']",2qouSeCA83rRYotptJlvty,0.00103,0.577,0.935,0.454,0.339,-5.271,0.0569,77.512,0.874,Major Lazer,Wild Belle,,,,,
790,Vermillion - &ME Remix,7qYFMZdWZBrKlz3RpJGwwq,467020,19,['Damian Lazarus & The Ancient Moons'],['6eWDcQUkr1JSLQLn5j6dsc'],2UevXnfjokONZQ437u21jS,0.469,0.745,0.743,0.0388,0.155,-7.803,0.0616,102.983,0.314,Damian Lazarus & The Ancient Moons,,,,,,
795,Dream - Robotaki Remix,6mefK4iBLdDWfZEPiYtGjv,319090,0,"['Autograf', 'Robotaki']","['0FVj4JuzTyudaXAwfqDQ20', '5ar4zFgUQG1RsH8nhmjOeM']",40riOy7x9W7GXjyGp4pjAv,0.00574,0.579,0.508,0.000494,0.0575,-9.484,0.027,147.125,0.609,Autograf,Robotaki,,,,,
796,Nobody To Love - Radio Edit,7vGWH8cSr389jeNN4fsXYQ,189720,36,['Sigma'],['01pKrlgPJhm5dB4lneYAqS'],0n2SEXB2qoRQg171q7XqeW,0.16,0.609,0.923,4.73e-06,0.295,-3.908,0.0338,115.996,0.961,Sigma,,,,,,
797,Submission,6eumyMrOqJzJEMgG7MYyMq,226600,7,['Caspa'],['4nMuaJ4kBLDJCRBizNESI6'],3u9fHuAtjMY1RW2mZfO4Cf,0.0372,0.641,0.63,0.0,0.4,-6.393,0.0521,79.955,0.415,Caspa,,,,,,
798,Stepping Stone,3qvI8dcZHrFFHBOxkUjGjj,256600,0,"['Lemaitre', 'Mark Johns']","['4CTKqs11Zgsv8EZTVzx764', '6zMEGo7y1noMoUEcQfIRCT']",6b2oQwSGFkzsMtQruIWm2p,0.0102,0.515,0.43,0.000141,0.129,-9.935,0.0369,91.841,0.104,Lemaitre,Mark Johns,,,,,
800,Selber machen lassen - Bonus Track,1aZjX9wbE39TTqSk2FsEBr,219212,21,['Deichkind'],['49eo9xE4yGzJLWkOndiODs'],12axV6NUqaYH3yFUWwArzr,0.0879,0.671,0.849,0.0,0.0971,-5.963,0.0283,125.429,0.801,Deichkind,,,,,,
801,Sexy Beast,2UiB060mHCi07gqW49Kq8n,250653,6,['Caspa'],['4nMuaJ4kBLDJCRBizNESI6'],06BoKUwRoskASDa4Aha5xM,0.00282,0.688,0.819,0.564,0.819,-4.841,0.042,119.959,0.144,Caspa,,,,,,
803,Loud Places,2sZtaJ4RFbRAAOBKWEeR4H,283066,5,"['Jamie xx', 'Romy']","['7A0awCXkE1FtSU8B0qwOJQ', '3X2DdnmoANw8Rg8luHyZQb']",2SSOewXBEW3JSVpF8UoxIh,0.00181,0.771,0.647,0.0401,0.0789,-4.59,0.378,126.031,0.457,Jamie xx,Romy,,,,,
804,Adventure Of A Lifetime,69uxyAqqPIsUyTO8txoP2M,263786,74,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],4WjSUV3vvbUH54g0OI670v,0.0054,0.58,0.717,0.582,0.109,-4.984,0.0312,140.018,0.037,Coldplay,,,,,,
805,Deine Zeit,4lEMTzfsdz58cNTnr1WNLx,224520,18,['Seeed'],['5ISjkNS17JpCwiFtW80lpV'],5tuypioctVo1Gcmm0uKfF8,0.00218,0.637,0.736,0.00406,0.0647,-5.14,0.0725,69.956,0.145,Seeed,,,,,,
808,Violet Hill,3LKGi5hi5jPeQLJQSi9N8E,222653,47,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],5chsLypXuUqPJBATlWgcgd,0.148,0.783,0.599,0.000596,0.11,-10.003,0.377,147.949,0.484,Coldplay,,,,,,
809,Help Our Souls (Urban Contact Radio Edit),0LIU3eOAwXCZlWOiHuItkj,198487,52,['NIHILS'],['0O7NhieDairfQvi9jr66Cx'],3D0E9oVbTGMmo3SSAAvXdj,0.584,0.728,0.599,0.0,0.0766,-8.128,0.216,91.001,0.875,NIHILS,,,,,,
810,Ride,2Z8WuEywRWYTKe1NybPQEW,214506,80,['Twenty One Pilots'],['3YQKmKGau1PzlVlkL1iodx'],4Ma6BKjPSCS0rGzjdLqObi,0.911,0.751,0.485,5.87e-05,0.352,-10.195,0.321,91.988,0.384,Twenty One Pilots,,,,,,
811,Godzilla - Original Mix,35sUKdOH5q4jWoEQZyleuo,223255,32,"['Mefjus', 'Dope D.O.D.']","['54qqaSH6byJIb8eFWxe3Pj', '64UHlFDUkT8Hx3RCtDUieN']",2r6Zgfya48dpEVx4N3TM0D,0.0452,0.875,0.527,1.61e-06,0.303,-12.06,0.257,87.975,0.166,Mefjus,Dope D.O.D.,,,,,
813,I Can't Stop,03EuhmMsEHVFI9ytainStU,303911,58,['Flux Pavilion'],['7muzHifhMdnfN1xncRLOqk'],2jAuiYdZhKfrHg9zX2C5pu,0.00063,0.648,0.917,0.00896,0.446,-3.383,0.0698,127.974,0.392,Flux Pavilion,,,,,,
822,Like This! - Sharam Jey Edit,0b5w2XOvP2KDpA3GHhvpzV,220327,1,"['Pete Sabo', 'Who Knows', 'Sharam Jey']","['1bs1xNjFo46rCLM94ExwJo', '3axWlEgO9qEv1R56tnmtPa', '0k4tYg6N84bhZcd6tfNWXt']",1expU4DWH9NdSVdXWXPSC9,0.0869,0.534,0.92,0.215,0.107,-7.532,0.0545,110.014,0.726,Pete Sabo,Who Knows,Sharam Jey,,,,
828,People,7BUUoxrMZqUNUkh17JZtsR,145951,0,['David Cutter Music'],['5yhFNHP0rMKAtz0fP7IArF'],3raWrBffkCcMuowvpddU3f,0.033,0.658,0.717,0.553,0.301,-7.869,0.197,93.007,0.576,David Cutter Music,,,,,,
829,Bones,2XI8lC8cFVMRFzJtQAicuC,295733,48,"['Oliver Koletzki', 'HVOB']","['1WjBIvYAnZTkTh5UiZNwlR', '6RAx8RRxoHeJIqD2d0EjOa']",47prNzqRUL0L9z9qZRRbZj,0.0968,0.552,0.433,0.421,0.109,-10.945,0.331,88.475,0.214,Oliver Koletzki,HVOB,,,,,
